region,region,classification,country,city,pm10,pm25
Eur HI,Eur,HI,France,CAGNES-SUR-MER,23,14.36146495
Eur HI,Eur,HI,France,CALAIS,21.5,15
Eur HI,Eur,HI,France,CAMBRAI,21,11
Eur HI,Eur,HI,France,CAMPAGNE-LES-BOULONNAIS,19,14
Eur HI,Eur,HI,France,CANNES,22,14
Eur HI,Eur,HI,France,CAPPELLE-LA-GRANDE,24.02261894,15
Eur HI,Eur,HI,France,CARLING,16,9.990584314
Eur HI,Eur,HI,France,CARTIGNIES,16,9.990584314
Eur HI,Eur,HI,France,CASTRES,15,9.366172794
Eur HI,Eur,HI,France,CAYENNE,33,15
Eur HI,Eur,HI,France,CERGY,20,12.48823039
Eur HI,Eur,HI,France,CERISE,17,10.61499583
Eur HI,Eur,HI,France,CHALONS-EN-CHAMPAGNE,19,11.86381887
Eur HI,Eur,HI,France,CHALON-SUR-SAONE,18,13
Eur HI,Eur,HI,France,CHAMALIERES,19,11.86381887
Eur HI,Eur,HI,France,CHAMBERY,19.5,15
Eur HI,Eur,HI,France,CHAMONIX-MONT-BLANC,17.5,10.92720159
Eur HI,Eur,HI,France,CHAMPFORGEUIL,13,8.117349755
Eur HI,Eur,HI,France,CHARLEVILLE-MEZIERES,20,12.48823039
Eur HI,Eur,HI,France,CHATEAUNEUF-LES-MARTIGUES,25,15.61028799
Eur HI,Eur,HI,France,CHATEAUROUX,16,9.990584314
Eur HI,Eur,HI,France,CHATENOIS,10,6.244115196
Eur HI,Eur,HI,France,CHAUNY,19,11.86381887
Eur HI,Eur,HI,France,CHERBOURG-OCTEVILLE,20,12.48823039
Eur HI,Eur,HI,France,CHOLET,18,11.23940735
Eur HI,Eur,HI,France,CLERMONT-FERRAND,17,11
Eur HI,Eur,HI,France,COGNAC,17,10.61499583
Eur HI,Eur,HI,France,COLMAR,19,11.86381887
Eur HI,Eur,HI,France,CONTES,27,16.85911103
Eur HI,Eur,HI,France,COULOMMIERS,31,19.35675711
Eur HI,Eur,HI,France,CREIL,20,13
Eur HI,Eur,HI,France,CROLLES,20,12.48823039
Eur HI,Eur,HI,France,DAIX,18,11.23940735
Eur HI,Eur,HI,France,DAX,17,12
Eur HI,Eur,HI,France,DENAIN,20,12.48823039
Eur HI,Eur,HI,France,DIEPPE,26,16.23469951
Eur HI,Eur,HI,France,DIJON,14.33333333,12
Eur HI,Eur,HI,France,DOLE,15,9.366172794
Eur HI,Eur,HI,France,DONGES,17,10.61499583
Eur HI,Eur,HI,France,DOUAI,21,16
Eur HI,Eur,HI,France,DREUX,15,9.366172794
Eur HI,Eur,HI,France,DUNKERQUE,23,16
Eur HI,Eur,HI,France,ECHIROLLES,28,15
Eur HI,Eur,HI,France,EPERNAY,22,14
Eur HI,Eur,HI,France,EPINAL,15,9.366172794
Eur HI,Eur,HI,France,ESCAUTPONT,19,11.86381887
Eur HI,Eur,HI,France,EVREUX,18,11.23940735
Eur HI,Eur,HI,France,FEYZIN,23,14.36146495
Eur HI,Eur,HI,France,FLEVILLE-DEVANT-NANCY,17,10.61499583
Eur HI,Eur,HI,France,FLORANGE,25,15.61028799
Eur HI,Eur,HI,France,FONTAINE,20,12.48823039
Eur HI,Eur,HI,France,FONTAINEBLEAU,14.41357137,9
Eur HI,Eur,HI,France,FORBACH,25,16
Eur HI,Eur,HI,France,FORT-DE-FRANCE,33,10
Eur HI,Eur,HI,France,FOS-SUR-MER,25,15.61028799
Eur HI,Eur,HI,France,FREMAINVILLE,17,10.61499583
Eur HI,Eur,HI,France,FROLOIS,21,13.11264191
Eur HI,Eur,HI,France,FROSSAY,16,9.990584314
Eur HI,Eur,HI,France,GAILLARD,18,11
Eur HI,Eur,HI,France,GANDRANGE,21,13.11264191
Eur HI,Eur,HI,France,GAP,20.5,12.5
Eur HI,Eur,HI,France,GARDANNE,29,14
Eur HI,Eur,HI,France,GENAS,21,13.11264191
Eur HI,Eur,HI,France,GENNEVILLIERS,22,14
Eur HI,Eur,HI,France,GONESSE,22.42111101,14
Eur HI,Eur,HI,France,GRAND-COURONNE,19,11.86381887
Eur HI,Eur,HI,France,GRANDE-SYNTHE,27,16.85911103
Eur HI,Eur,HI,France,GRAVELINES,21,13.11264191
Eur HI,Eur,HI,France,GRENOBLE,24,12
Eur HI,Eur,HI,France,GUERET,15,9.366172794
Eur HI,Eur,HI,France,GUIPRY,13,10
Eur HI,Eur,HI,France,HAYANGE,18.5,11.55161311
Eur HI,Eur,HI,France,HEMING,22,13.73705343
Eur HI,Eur,HI,France,HORNAING,21,13.11264191
Eur HI,Eur,HI,France,HYERES,19,11.86381887
Eur HI,Eur,HI,France,IFS,20,12.48823039
Eur HI,Eur,HI,France,ISSOIRE,14,8.741761275
Eur HI,Eur,HI,France,ISSOUDUN,10,11
Eur HI,Eur,HI,France,JONVILLE-EN-WOEVRE,21,15
Eur HI,Eur,HI,France,JOUE-LES-TOURS,19.21809516,12
Eur HI,Eur,HI,France,LA COULONCHE,14,9
Eur HI,Eur,HI,France,LA COURONNE,16,9.990584314
Eur HI,Eur,HI,France,LA LECHERE,25,15.61028799
Eur HI,Eur,HI,France,LA MULATIERE,30,17
Eur HI,Eur,HI,France,LA ROCHELLE,24,10
Eur HI,Eur,HI,France,LA ROCHE-SUR-YON,20,12.48823039
Eur HI,Eur,HI,France,LA TALAUDIERE,18,11.23940735
Eur HI,Eur,HI,France,LA TARDIERE,14,10
Eur HI,Eur,HI,France,LABASTIDE-CEZERACQ,18,11.23940735
Eur HI,Eur,HI,France,LAVAL,14,8.741761275
Eur HI,Eur,HI,France,LE CREUSOT,17.61658723,11
Eur HI,Eur,HI,France,LE HAVRE,19.75,12.5
Eur HI,Eur,HI,France,LE LAMENTIN,27,16.85911103
Eur HI,Eur,HI,France,LE MANS,17,13
Eur HI,Eur,HI,France,LE PALAIS-SUR-VIENNE,12,7.492938236
Eur HI,Eur,HI,France,LE PETIT-QUEVILLY,22,14
Eur HI,Eur,HI,France,LE PONTET,24,14.98587647
Eur HI,Eur,HI,France,LE PUY-EN-VELAY,18,11.23940735
Eur HI,Eur,HI,France,LE ROBERT,31,19.35675711
Eur HI,Eur,HI,France,LE TAMPON,7,4.370880637
Eur HI,Eur,HI,France,LENS,17,10.61499583
Eur HI,Eur,HI,France,LES ABYMES,22,13.73705343
Eur HI,Eur,HI,France,LES ANCIZES-COMPS,11,6.868526716
Eur HI,Eur,HI,France,LES MAZURES,13,9
Eur HI,Eur,HI,France,L'HOPITAL,15,9.366172794
Eur HI,Eur,HI,France,LILLE,22,17
Eur HI,Eur,HI,France,LIMOGES,14.5,9
Eur HI,Eur,HI,France,LISIEUX,18,11.23940735
Eur HI,Eur,HI,France,LOGNES,20,12.48823039
Eur HI,Eur,HI,France,LONGLAVILLE,16,9.990584314
Eur HI,Eur,HI,France,LONS-LE-SAUNIER,22,12
Eur HI,Eur,HI,France,LORIENT,19,11
Eur HI,Eur,HI,France,LOURDES,14,10
Eur HI,Eur,HI,France,LUCCIANA,17,10.61499583
Eur HI,Eur,HI,France,LUCE,16,11
Eur HI,Eur,HI,France,LUNEL-VIEL,18,10
Eur HI,Eur,HI,France,LUNEVILLE,19.21809516,12
Eur HI,Eur,HI,France,LYON,22,14
Eur HI,Eur,HI,France,MACON,15,9.366172794
Eur HI,Eur,HI,France,MALROY,18,11.23940735
Eur HI,Eur,HI,France,MANOSQUE,18,11
Eur HI,Eur,HI,France,MARCQ-EN-BAROEUL,22,13.73705343
Eur HI,Eur,HI,France,MARIGNANE,24,14.98587647
Eur HI,Eur,HI,France,MARMANDE,22,13
Eur HI,Eur,HI,France,MARSEILLE,28.66666667,16.5
Eur HI,Eur,HI,France,MARTIGUES,18,11.23940735
Eur HI,Eur,HI,France,MATOURY,21,13.11264191
Eur HI,Eur,HI,France,MAUBEUGE,19,11.86381887
Eur HI,Eur,HI,France,MELUN,27,17
Eur HI,Eur,HI,France,MERIGNAC,20,12.48823039
Eur HI,Eur,HI,France,METZ,21.66666667,17
Eur HI,Eur,HI,France,MEZE,19,16
Eur HI,Eur,HI,France,MIRAMAS,24,14.98587647
Eur HI,Eur,HI,France,MIRIBEL,20,12.48823039
Eur HI,Eur,HI,France,MONTANDON,15,9.366172794
Eur HI,Eur,HI,France,MONTBELIARD,19,13
Eur HI,Eur,HI,France,MONTCEAU-LES-MINES,13,8.117349755
Eur HI,Eur,HI,France,MONT-DE-MARSAN,20,10
Eur HI,Eur,HI,France,MONTLUCON,16,9.990584314
Eur HI,Eur,HI,France,MONTPELLIER,20,16
Eur HI,Eur,HI,France,MULHOUSE,19.5,12
Eur HI,Eur,HI,France,MUNCHHAUSEN,20,12.48823039
Eur HI,Eur,HI,France,NANCY,23,13.5
Eur HI,Eur,HI,France,NANTES,19.33333333,13
Eur HI,Eur,HI,France,NEUVES-MAISONS,25,15.61028799
Eur HI,Eur,HI,France,NEVERS,13,8.117349755
Eur HI,Eur,HI,France,NICE,28.5,13.5
Eur HI,Eur,HI,France,NIMES,21,14
Eur HI,Eur,HI,France,NIORT,20,10
Eur HI,Eur,HI,France,NOEUX-LES-MINES,16.5,10.30279007
Eur HI,Eur,HI,France,NOGENT-SUR-MARNE,20,12.48823039
Eur HI,Eur,HI,France,NOGENT-SUR-OISE,24,14.98587647
Eur HI,Eur,HI,France,NOTRE-DAME-DE-BLIQUETUIT,16.0150793,10
Eur HI,Eur,HI,France,NUITS-SAINT-GEORGES,19,11.86381887
Eur HI,Eur,HI,France,ORLEANS,19,11.86381887
Eur HI,Eur,HI,France,OUTREAU,21,13.11264191
Eur HI,Eur,HI,France,OYONNAX,13,8.117349755
Eur HI,Eur,HI,France,PANTIN,36,22.47881471
Eur HI,Eur,HI,France,PARAY-LE-FRESIL,12,9
Eur HI,Eur,HI,France,PARIS,27.75,17.5
Eur HI,Eur,HI,France,PASSY,29,18.10793407
Eur HI,Eur,HI,France,PAU,22,13.73705343
Eur HI,Eur,HI,France,PEILLON,27,16.85911103
Eur HI,Eur,HI,France,PERIGUEUX,16,9.990584314
Eur HI,Eur,HI,France,PERPIGNAN,16.5,10
Eur HI,Eur,HI,France,PEYRUSSE-VIEILLE,15,10
Eur HI,Eur,HI,France,POINTE-A-PITRE,23,14.36146495
Eur HI,Eur,HI,France,POITIERS,18.33333333,12
Eur HI,Eur,HI,France,PONT-A-MOUSSON,18,11.23940735
Eur HI,Eur,HI,France,PORT-DE-BOUC,22,13.73705343
Eur HI,Eur,HI,France,PORTES-LES-VALENCE,22,13.73705343
Eur HI,Eur,HI,France,PORT-SAINT-LOUIS-DU-RHONE,20,12.48823039
Eur HI,Eur,HI,France,PRUNAY-LE-TEMPLE,17,10.61499583
Eur HI,Eur,HI,France,PUSIGNAN,20,12.48823039
Eur HI,Eur,HI,France,PUTEAUX,20,12.48823039
Eur HI,Eur,HI,France,QUIMPER,24,14.98587647
Eur HI,Eur,HI,France,RAGEADE,10,6.244115196
Eur HI,Eur,HI,France,RAMBOUILLET,20,13
Eur HI,Eur,HI,France,REIMS,18.66666667,13.33333333
Eur HI,Eur,HI,France,RENNES,19.5,12
Eur HI,Eur,HI,France,RIEUX,23,14.36146495
Eur HI,Eur,HI,France,RIVE-DE-GIER,21,13.11264191
Eur HI,Eur,HI,France,ROANNE,15,9.366172794
Eur HI,Eur,HI,France,ROGNAC,16,11
Eur HI,Eur,HI,France,ROISEY,7,4.370880637
Eur HI,Eur,HI,France,ROMANS-SUR-ISERE,21,13.11264191
Eur HI,Eur,HI,France,ROUBAIX,27,20
Eur HI,Eur,HI,France,ROUEN,22.5,13
Eur HI,Eur,HI,France,ROUMAZIERES-LOUBERT,18,11.23940735
Eur HI,Eur,HI,France,ROUSSILLON,23,14.36146495
Eur HI,Eur,HI,France,SAILLAT-SUR-VIENNE,17,10.61499583
Eur HI,Eur,HI,France,SAINT-BRIEUC,19,11.86381887
Eur HI,Eur,HI,France,SAINT-BRISSON,9,5
Eur HI,Eur,HI,France,SAINT-CHAMOND,18,8
Eur HI,Eur,HI,France,SAINT-DENIS,23.75,15.5
Eur HI,Eur,HI,France,SAINT-DENIS-D'ANJOU,16,12
Eur HI,Eur,HI,France,SAINT-DIZIER,17,11
Eur HI,Eur,HI,France,SAINTE-MARGUERITE-SUR-MER,15,9.366172794
Eur HI,Eur,HI,France,SAINTE-SAVINE,19,14
Eur HI,Eur,HI,France,SAINTE-SUZANNE,15,9.366172794
Eur HI,Eur,HI,France,SAINT-ETIENNE,19.66666667,11
Eur HI,Eur,HI,France,SAINT-ETIENNE-DE-MONTLUC,16,9.990584314
Eur HI,Eur,HI,France,SAINT-FONS,22,13.73705343
Eur HI,Eur,HI,France,SAINT-GELY-DU-FESC,16,9.990584314
Eur HI,Eur,HI,France,SAINT-GERMAIN-SUR-RHONE,14,7
Eur HI,Eur,HI,France,SAINT-JEAN-DE-BRAYE,22.42111101,14
Eur HI,Eur,HI,France,SAINT-JEAN-DE-MAURIENNE,13,8.117349755
Eur HI,Eur,HI,France,SAINT-JOSEPH,9,4
Eur HI,Eur,HI,France,SAINT-JULIEN-LES-METZ,16,9.990584314
Eur HI,Eur,HI,France,SAINT-JULIEN-MONT-DENIS,20,12.48823039
Eur HI,Eur,HI,France,SAINT-JUNIEN,17,10.61499583
Eur HI,Eur,HI,France,SAINT-LAURENT-BLANGY,19,11.86381887
Eur HI,Eur,HI,France,SAINT-LAURENT-DES-ARBRES,16,12
Eur HI,Eur,HI,France,SAINT-LO,17,10.61499583
Eur HI,Eur,HI,France,SAINT-LOUIS,17,10.61499583
Eur HI,Eur,HI,France,SAINT-MARTIN-D'HERES,21,13.11264191
Eur HI,Eur,HI,France,SAINT-MARTIN-DU-TERTRE,19.21809516,12
Eur HI,Eur,HI,France,SAINT-MICHEL-L'OBSERVATOIRE,12,7
Eur HI,Eur,HI,France,SAINT-NAZAIRE,17,10
Eur HI,Eur,HI,France,SAINT-NAZAIRE-LE-DESERT,10,7
Eur HI,Eur,HI,France,SAINT-PAUL,16.33333333,6
Eur HI,Eur,HI,France,SAINT-PIERRE,22,9
Eur HI,Eur,HI,France,SAINT-QUENTIN,19,13.5
Eur HI,Eur,HI,France,SAINT-REMY-SUR-AVRE,24,14.98587647
Eur HI,Eur,HI,France,SALAISE-SUR-SANNE,21,16
Eur HI,Eur,HI,France,SALOME,22,13.73705343
Eur HI,Eur,HI,France,SALON-DE-PROVENCE,20,12.48823039
Eur HI,Eur,HI,France,SALOUEL,19,11.86381887
Eur HI,Eur,HI,France,SARREGUEMINES,14,8.741761275
Eur HI,Eur,HI,France,SARROLA-CARCOPINO,23,14.36146495
Eur HI,Eur,HI,France,SCHOELCHER,29,18.10793407
Eur HI,Eur,HI,France,SCHOENECK,25,15.61028799
Eur HI,Eur,HI,France,SENS,15,9.366172794
Eur HI,Eur,HI,France,STRASBOURG,25,16
Eur HI,Eur,HI,France,TALENCE,19,13
Eur HI,Eur,HI,France,TARBES,19,11.86381887
Eur HI,Eur,HI,France,TARTAS,20,12.48823039
Eur HI,Eur,HI,France,TERNAY,21,13.11264191
Eur HI,Eur,HI,France,THIONVILLE,19.5,17
Eur HI,Eur,HI,France,TOULON,24,10
Eur HI,Eur,HI,France,TOULOUSE,19.16666667,12.33333333
Eur HI,Eur,HI,France,TOURCOING,24,14.98587647
Eur HI,Eur,HI,France,TOURS,19,11.86381887
Eur HI,Eur,HI,France,TREMBLAY-EN-FRANCE,22,13.73705343
Eur HI,Eur,HI,France,TROYES,20,12.48823039
Eur HI,Eur,HI,France,TULLE,16,9
Eur HI,Eur,HI,France,VAL-DE-REUIL,17,10.61499583
Eur HI,Eur,HI,France,VALENCE,19,14
Eur HI,Eur,HI,France,VALENCIENNES,23,15.5
Eur HI,Eur,HI,France,VANNES,14,9
Eur HI,Eur,HI,France,VAULX-EN-VELIN,21,13
Eur HI,Eur,HI,France,VENACO,12,7.492938236
Eur HI,Eur,HI,France,VERNEUIL,14.41357137,9
Eur HI,Eur,HI,France,VESOUL,14,8.741761275
Eur HI,Eur,HI,France,VIENNE,24,14
Eur HI,Eur,HI,France,VIERZON,16,10
Eur HI,Eur,HI,France,VIF,17,10.61499583
Eur HI,Eur,HI,France,VILLAGE-NEUF,18,11.23940735
Eur HI,Eur,HI,France,VILLEFRANCHE-SUR-SAONE,21,13
Eur HI,Eur,HI,France,VILLEMANDEUR,18,11.23940735
Eur HI,Eur,HI,France,VILLEURBANNE,29.5,18.42013983
Eur HI,Eur,HI,France,VILLIERS-EN-BOIS,12,7.492938236
Eur HI,Eur,HI,France,VITRY-SUR-SEINE,20,13
Eur HI,Eur,HI,France,VITTEL,18,11.23940735
Eur HI,Eur,HI,France,VOIRON,21,13.11264191
Eur HI,Eur,HI,France,VOLMUNSTER,13,8.117349755
Eur HI,Eur,HI,France,WINGLES,19,11.86381887
Eur LMI,Eur,LMI,Georgia,Abastumani,27.76,14.65655622
Eur LMI,Eur,LMI,Georgia,Tbilisi,55.23,29.16
Eur HI,Eur,HI,Germany,AACHEN,18.04648145,12.52838623
Eur HI,Eur,HI,Germany,AALEN,17.57707182,12.20250857
Eur HI,Eur,HI,Germany,ALTENBURG,20.55730235,14.27147028
Eur HI,Eur,HI,Germany,ANNABERG-BUCHHOLZ,19.61536111,14.29080332
Eur HI,Eur,HI,Germany,ANSBACH,23.06340963,16.011282
Eur HI,Eur,HI,Germany,ARZBERG,21.7339199,15.08831201
Eur HI,Eur,HI,Germany,ASCHAFFENBURG,19.31804523,13.41114236
Eur HI,Eur,HI,Germany,AUGSBURG,22.54924776,15.31347031
Eur HI,Eur,HI,Germany,BAD AROLSEN/KOHLGRUND,16.40001915,12.76093561
Eur HI,Eur,HI,Germany,BADEN-BADEN,15.25339855,10.58934779
Eur HI,Eur,HI,Germany,BAMBERG,18.17861682,12.6201184
Eur HI,Eur,HI,Germany,BAUTZEN,22.04828516,15.30655341
Eur HI,Eur,HI,Germany,BEBRA,20.00301475,13.8866679
Eur HI,Eur,HI,Germany,BERLIN,24.15800942,16.29334352
Eur HI,Eur,HI,Germany,BERNBURG,20.63567431,14.32587835
Eur HI,Eur,HI,Germany,BERNHAUSEN,20.39726584,14.16036834
Eur HI,Eur,HI,Germany,BIBERACH,16.5825498,11.51208279
Eur HI,Eur,HI,Germany,BIELEFELD,20.34137502,14.12156732
Eur HI,Eur,HI,Germany,BITTERFELD,15.01612147,10.42462321
Eur HI,Eur,HI,Germany,BONN,20.86516163,14.48519504
Eur HI,Eur,HI,Germany,BORKEN,21.83039714,15.15528928
Eur HI,Eur,HI,Germany,BORNA,23.0216713,15.98230605
Eur HI,Eur,HI,Germany,BOTTROP,23.01204813,15.97562537
Eur HI,Eur,HI,Germany,BREMEN,20.39178119,12.73081998
Eur HI,Eur,HI,Germany,BRUNBüTTEL,21.14539393,13.18711552
Eur HI,Eur,HI,Germany,BUCKOW,17.67178082,13.49165407
Eur HI,Eur,HI,Germany,BURGHAUSEN,20.15819258,16.35167854
Eur HI,Eur,HI,Germany,CARLSFELD,12.3131545,8.548145838
Eur HI,Eur,HI,Germany,CHEMNITZ,20.05262711,13.92111022
Eur HI,Eur,HI,Germany,COBURG,19.32168926,13.41367215
Eur HI,Eur,HI,Germany,COLLM,16.15318309,11.21398305
Eur HI,Eur,HI,Germany,COTTBUS,23.82487322,17.08121845
Eur HI,Eur,HI,Germany,DARMSTADT,22.37163549,15.5310325
Eur HI,Eur,HI,Germany,DATTELN,20.35835283,17.07735309
Eur HI,Eur,HI,Germany,DESSAU,21.1241946,14.66502318
Eur HI,Eur,HI,Germany,DILLINGEN,18.18851152,12.62698759
Eur HI,Eur,HI,Germany,DORTMUND,24.34966572,16.30507042
Eur HI,Eur,HI,Germany,DREIssIGACKER,16.67181268,11.57405165
Eur HI,Eur,HI,Germany,DRESDEN,26.51791208,17.02558904
Eur HI,Eur,HI,Germany,DUISBURG,22.81132883,15.83628026
Eur HI,Eur,HI,Germany,DUNZWEILER,14.76063319,10.24725591
Eur HI,Eur,HI,Germany,DüSSELDORF,25.66841175,14.93151034
Eur HI,Eur,HI,Germany,EISENHüTTENSTADT,20.14465737,15.17521356
Eur HI,Eur,HI,Germany,ERFURT,21.90323544,14.82869835
Eur HI,Eur,HI,Germany,ERPFINGEN,12.79726027,8.66473829
Eur HI,Eur,HI,Germany,ESSEN,24.03210792,17.98005616
Eur HI,Eur,HI,Germany,FLENSBURG,20.80797184,12.6999211
Eur HI,Eur,HI,Germany,FRANKFURT,26.60764111,18.25526867
Eur HI,Eur,HI,Germany,FRANKFURT A. MAIN,21.90405345,15.61787984
Eur HI,Eur,HI,Germany,FREIBERG,21.17401709,14.69961138
Eur HI,Eur,HI,Germany,FREIBURG,16.47857142,12.54285714
Eur HI,Eur,HI,Germany,FRIEDRICHSHAFEN,18.73286908,13.00489626
Eur HI,Eur,HI,Germany,FüRTH/ODENWALD,13.74518548,9.542302913
Eur HI,Eur,HI,Germany,GEHLBERG,10.45452054,7.96630136
Eur HI,Eur,HI,Germany,GELSENKIRCHEN,25.39244998,17.62816877
Eur HI,Eur,HI,Germany,GERA,20.39470437,14.15859009
Eur HI,Eur,HI,Germany,GLAUCHAU,20.96760976,14.55631748
Eur HI,Eur,HI,Germany,GOETTINGEN,12.7637987,10.52939199
Eur HI,Eur,HI,Germany,GöHLEN,15.32178246,10.63682186
Eur HI,Eur,HI,Germany,GöRLITZ,26.10734806,18.12447157
Eur HI,Eur,HI,Germany,HAMBURG,21.2078961,14.03143015
Eur HI,Eur,HI,Germany,HANAU,21.83657175,15.15957588
Eur HI,Eur,HI,Germany,HATTINGEN,20.24349855,14.05361866
Eur HI,Eur,HI,Germany,HEIDELBERG,19.76291208,13.71998172
Eur HI,Eur,HI,Germany,HERDORF,12.77736642,8.870415098
Eur HI,Eur,HI,Germany,HORTENKOPF,11.68237499,8.18718841
Eur HI,Eur,HI,Germany,HüRTH,23.79598416,16.5198563
Eur HI,Eur,HI,Germany,INGOLSTADT,22.03925913,15.72991107
Eur HI,Eur,HI,Germany,KAISERSLAUTERN,17.82958109,13.09844138
Eur HI,Eur,HI,Germany,KARLSRUHE,18.62870945,14.27707182
Eur HI,Eur,HI,Germany,KASSEL,23.81420306,13.82375119
Eur HI,Eur,HI,Germany,KEHL,19.88516483,14.64203296
Eur HI,Eur,HI,Germany,KEHLHEIM,19.14373499,13.29013118
Eur HI,Eur,HI,Germany,KEMPTEN (Allgäu),16.81977539,11.67677162
Eur HI,Eur,HI,Germany,KLEINWALLSTADT,19.66542066,13.65230037
Eur HI,Eur,HI,Germany,KLINGENTAL,16.06986103,11.15615951
Eur HI,Eur,HI,Germany,KOBLENZ,20.54474744,14.2627543
Eur HI,Eur,HI,Germany,KöLN,24.46953571,16.98745515
Eur HI,Eur,HI,Germany,KONSTANZ,18.67287671,12.96324783
Eur HI,Eur,HI,Germany,KREFELD,24.64752425,17.11101991
Eur HI,Eur,HI,Germany,KULMBACH,19.90916305,13.82151335
Eur HI,Eur,HI,Germany,LANDSHUT,22.4281967,15.57029893
Eur HI,Eur,HI,Germany,LEISEL,10.92063637,7.58141972
Eur HI,Eur,HI,Germany,LEUNA,19.15005065,13.2945157
Eur HI,Eur,HI,Germany,LEVERKUSEN,19.5777259,13.59142015
Eur HI,Eur,HI,Germany,LIMBURG,19.76758468,13.72322557
Eur HI,Eur,HI,Germany,LINDAU (BODENSEE),21.59627764,14.9927568
Eur HI,Eur,HI,Germany,LüBECK,17.50504419,11.76936438
Eur HI,Eur,HI,Germany,LUDWIGSBURG,18.75027472,13.01697975
Eur HI,Eur,HI,Germany,LUDWIGSHAFEN,21.9647367,15.2942321
Eur HI,Eur,HI,Germany,LüNEN,24.318118,16.88233662
Eur HI,Eur,HI,Germany,MAINZ,20.60750251,14.52513121
Eur HI,Eur,HI,Germany,MANNHEIM,21.95156836,15.32089214
Eur HI,Eur,HI,Germany,MARBURG,19.04208631,13.21956375
Eur HI,Eur,HI,Germany,MEWEGEN,17.76586811,12.33357638
Eur HI,Eur,HI,Germany,MICHAELSTADT,17.5940733,12.21431149
Eur HI,Eur,HI,Germany,MöNCHENGLADBACH,21.4361455,14.88158846
Eur HI,Eur,HI,Germany,MüLHEIM,21.33901098,14.81415489
Eur HI,Eur,HI,Germany,MüNCHEN,21.37571307,14.77696996
Eur HI,Eur,HI,Germany,MüNSTER,22.2590954,15.45290394
Eur HI,Eur,HI,Germany,NETTETAL,22.18603249,15.40218157
Eur HI,Eur,HI,Germany,NEUBRANDENBURG,19.9916913,13.87880683
Eur HI,Eur,HI,Germany,NEUENBURG,18.65383327,12.95002732
Eur HI,Eur,HI,Germany,NEUGLOBSOW,13.8098901,10.06273972
Eur HI,Eur,HI,Germany,NEUHAUSEN,13.72165745,9.525969078
Eur HI,Eur,HI,Germany,NEURUPPIN,17.69288914,12.28291228
Eur HI,Eur,HI,Germany,NEUSTADT,16.39409569,11.38125253
Eur HI,Eur,HI,Germany,NEUSTADT A.D.DONAU,18.28955858,12.69713736
Eur HI,Eur,HI,Germany,NEU-ULM,22.47527403,15.60298136
Eur HI,Eur,HI,Germany,NEUWIED,19.97495673,13.86718921
Eur HI,Eur,HI,Germany,NIEDERZIER,24.25855876,16.84098889
Eur HI,Eur,HI,Germany,NORDHAUSEN,19.02215627,13.20572774
Eur HI,Eur,HI,Germany,NüRNBERG,23.27136763,14.55082255
Eur HI,Eur,HI,Germany,OBERRIED-HOFSGRUND,8.48853868,6.77816091
Eur HI,Eur,HI,Germany,OSNABRUECK,16.04971488,12.41977369
Eur HI,Eur,HI,Germany,PFORZHEIM,18.17452054,13.26538461
Eur HI,Eur,HI,Germany,PLAUEN,21.36910364,14.83504608
Eur HI,Eur,HI,Germany,POSSEN,13.27125839,9.213289103
Eur HI,Eur,HI,Germany,POTSDAM,22.91011635,13.7539726
Eur HI,Eur,HI,Germany,RADEBEUL,19.68424242,13.66536698
Eur HI,Eur,HI,Germany,RATINGEN,19.85550364,13.78426144
Eur HI,Eur,HI,Germany,RAUNHEIM,21.0695977,14.62712044
Eur HI,Eur,HI,Germany,REGENSBURG,27.96170807,19.4118216
Eur HI,Eur,HI,Germany,REUTLINGEN,18.15319767,12.6024717
Eur HI,Eur,HI,Germany,RIEDSTADT,19.29370218,13.39424272
Eur HI,Eur,HI,Germany,SAARBRüCKEN,18.84342611,13.35959587
Eur HI,Eur,HI,Germany,SAARLOUIS,19.39619721,13.46539771
Eur HI,Eur,HI,Germany,SCHWÃ„BISCH HALL,18.64166666,12.94158091
Eur HI,Eur,HI,Germany,SCHWANDORF,20.36316608,14.1366953
Eur HI,Eur,HI,Germany,SCHWEDT/ODER,19.39820032,14.76859101
Eur HI,Eur,HI,Germany,SCHWEINFURT,18.01204649,12.50448049
Eur HI,Eur,HI,Germany,SCHWERTE,20.04992479,15.63977782
Eur HI,Eur,HI,Germany,SIMMERATH,13.12441166,9.111343881
Eur HI,Eur,HI,Germany,SOEST,18.16204986,14.97480073
Eur HI,Eur,HI,Germany,SOLINGEN,20.26672795,14.06974518
Eur HI,Eur,HI,Germany,STUTTGART,24.41915778,15.42565654
Eur HI,Eur,HI,Germany,SULZBACH-ROSENBERG,20.87778531,14.49395877
Eur HI,Eur,HI,Germany,TAUBERBISCHOFSHEIM,16.34702772,11.3485766
Eur HI,Eur,HI,Germany,TIEFENBACH,12.45678259,8.647856587
Eur HI,Eur,HI,Germany,TRIER,20.5428715,14.53183977
Eur HI,Eur,HI,Germany,TROSTBERG,19.16015061,14.04244617
Eur HI,Eur,HI,Germany,ULM,20.87398378,14.6275766
Eur HI,Eur,HI,Germany,UNNA,23.07979578,16.02265774
Eur HI,Eur,HI,Germany,VILLINGEN-SCHWENNINGEN,14.78421052,10.26362397
Eur HI,Eur,HI,Germany,WASCHEID,11.00402223,7.639308581
